index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Guardian,jattwell0,409,Thailand,26
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Saboteur,scarnson1,12,Bhutan,53
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Assassin,nboobyer2,320,Latvia,88
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Berserker,tchippindale3,171,Tajikistan,89
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Champion,ngeorgins4,446,Canada,95
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Trickster,aformoy5,215,Cameroon,32
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Chieftain,gcapponeer6,157,North Korea,89
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Slayer,bmargarson7,439,Uruguay,92
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Hierophant,akissock8,233,Kosovo,91
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Berserker,pheeron9,16,Chad,69
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Trickster,sminifiea,354,Zimbabwe,7
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Trickster,lfochsb,163,Denmark,63
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Saboteur,gdradeyc,423,Jordan,16
13,Ivy,,igregrd@google.es,female,barrage,Ascendant,ipimlockd,310,Azerbaijan,43
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Raider,hrowlsone,370,Pakistan,35
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Assassin,nhabardf,301,Paraguay,60
16,Cleo,,clucianog@dot.gov,female,arctic armour,Occultist,ceasmang,48,Ethiopia,40
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Ascendant,sboffeyh,315,Estonia,28
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Champion,pbuckei,385,Bolivia,11
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Assassin,kwevellj,323,Germany,20
