,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Saboteur,jattwell0,409,Cyprus,65
1,1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Necromancer,scarnson1,12,Ireland,35
2,2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Raider,nboobyer2,320,Republic of the Congo,79
3,3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Hierophant,tchippindale3,171,Mozambique,60
4,4,Netta,,nmateescu4@flavors.me,female,arctic armour,Raider,ngeorgins4,446,Madagascar,54
5,5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Hierophant,aformoy5,215,Afghanistan,35
6,6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Saboteur,gcapponeer6,157,Nigeria,33
7,7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Elementalist,bmargarson7,439,Norway,95
8,8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Occultist,akissock8,233,Micronesia,74
9,9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Slayer,pheeron9,16,Croatia,98
10,10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Elementalist,sminifiea,354,Democratic Republic of the Congo,38
11,11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Inquisitor,lfochsb,163,Morocco,51
12,12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Champion,gdradeyc,423,Moldova,39
13,13,Ivy,,igregrd@google.es,female,barrage,Slayer,ipimlockd,310,Philippines,86
14,14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Berserker,hrowlsone,370,Greece,60
15,15,Northrup,,nskitralf@ibm.com,female,animate weapon,Raider,nhabardf,301,Marshall Islands,13
16,16,Cleo,,clucianog@dot.gov,female,arctic armour,Raider,ceasmang,48,China,35
17,17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Raider,sboffeyh,315,Tanzania,18
18,18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Chieftain,pbuckei,385,Marshall Islands,79
19,19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Elementalist,kwevellj,323,Madagascar,83
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Deadeye,traitk,286,Iran,31
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Gladiator,agoulterl,78,Estonia,77
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Inquisitor,ktideym,60,Bahrain,61
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Juggernaut,selkingtonn,148,Armenia,7
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Champion,salveno,384,Norway,48
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Juggernaut,mkennairdp,264,Albania,72
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Pathfinder,imetheringhamq,434,Kyrgyzstan,87
