index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Inquisitor,jattwell0,409,Pakistan,59
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Assassin,scarnson1,12,Luxembourg,34
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Hierophant,nboobyer2,320,Norway,84
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Deadeye,tchippindale3,171,Micronesia,77
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Gladiator,ngeorgins4,446,Niger,8
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Hierophant,aformoy5,215,China,94
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Occultist,gcapponeer6,157,Senegal,17
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Trickster,bmargarson7,439,Denmark,28
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Saboteur,akissock8,233,Iraq,65
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Juggernaut,pheeron9,16,Vanuatu,40
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Hierophant,sminifiea,354,Guam,56
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Ascendant,lfochsb,163,Kosovo,71
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Ascendant,gdradeyc,423,Armenia,22
13,Ivy,,igregrd@google.es,female,barrage,Ascendant,ipimlockd,310,South Korea,2
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Pathfinder,hrowlsone,370,Albania,89
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Ascendant,nhabardf,301,Mongolia,60
16,Cleo,,clucianog@dot.gov,female,arctic armour,Saboteur,ceasmang,48,Vietnam,23
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Champion,sboffeyh,315,Latvia,55
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Raider,pbuckei,385,Tajikistan,25
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Chieftain,kwevellj,323,Mongolia,13
20,Tarrance,Rait,traitk@ehow.com,female,barrage,Elementalist,traitk,286,New Zealand,26
21,Antone,,adeluzel@mediafire.com,female,arctic armour,Assassin,agoulterl,78,Greece,37
22,,Tidey,rtideym@oaic.gov.au,female,barrage,Hierophant,ktideym,60,Belize,58
23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Champion,selkingtonn,148,Namibia,46
24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Ascendant,salveno,384,Bhutan,35
25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Trickster,mkennairdp,264,Zimbabwe,93
26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Champion,imetheringhamq,434,Indonesia,97
27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Saboteur,kbezemerr,44,Serbia,38
28,,Kearns,jkearnss@amazon.com,female,barrage,Trickster,skearnss,59,Republic of the Congo,32
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Assassin,hbateript,347,Tunisia,12
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Elementalist,dqusklayu,103,Pakistan,20
31,Jeanna,,jwhearv@163.com,female,barrage,Trickster,jbainesv,228,Canada,3
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Guardian,rmatelaitisw,322,Laos,42
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Champion,cfellenorx,133,Chad,56
34,Dacey,,dcassiey@ihg.com,female,barrage,Elementalist,dbrienty,333,Yemen,95
35,Eben,,ecavanz@t.co,female,arctic armour,Deadeye,evanderhoevenz,390,Republic of the Congo,40
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Slayer,mshelly10,60,Egypt,12
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Gladiator,bseverwright11,214,Jordan,85
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Elementalist,jpettet12,416,Moldova,62
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Pathfinder,rmcmanaman13,124,Argentina,42
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Pathfinder,mscintsbury14,429,Haiti,4
41,Bancroft,,bball15@ihg.com,female,arctic armour,Elementalist,bmarrington15,362,Ireland,9
42,Bengt,Shory,bshory16@apple.com,female,barrage,Gladiator,bshory16,173,Serbia,22
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Necromancer,lennew17,364,Malaysia,77
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Champion,jcitrine18,54,Afghanistan,17
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Chieftain,kkenforth19,312,Peru,22
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Assassin,bguisot1a,395,Kuwait,58
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Hierophant,gjerger1b,335,Czech Republic,43
48,,Nenci,rnenci1c@cisco.com,female,barrage,Ascendant,jnenci1c,184,Luxembourg,14
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Chieftain,ppennycook1d,111,South Africa,35
50,Niel,,ngorelli1e@digg.com,female,arctic armour,Trickster,nsouten1e,362,Ghana,82
51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Assassin,bpadwick1f,30,Luxembourg,88
52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Ascendant,jitzkin1g,283,Malaysia,2
53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Elementalist,cbusek1h,413,Republic of the Congo,90
54,,,vwitter1i@163.com,female,barrage,Gladiator,dbeatty1i,99,Malaysia,90
55,Christabella,Kem,ckem1j@aol.com,female,barrage,Assassin,ckem1j,365,Kosovo,88
56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Ascendant,pcavolini1k,90,Philippines,92
57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Trickster,esage1l,397,Somalia,94
58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Hierophant,pgrolle1m,46,Bahrain,8
59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Slayer,cscutcheon1n,186,Ethiopia,21
60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Raider,crawes1o,390,Austria,92
61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Guardian,pcaulcutt1p,144,Chile,51
62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Occultist,fpinchen1q,441,Mongolia,12
63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Champion,gcamier1r,397,Belize,36
64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Sierra Leone,64
65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Slayer,ztomson1t,54,Denmark,47
