,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Deadeye,jattwell0,409,Eritrea,87
1,1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Occultist,scarnson1,12,New Zealand,97
2,2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Deadeye,nboobyer2,320,Palestinian Territory,25
3,3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Occultist,tchippindale3,171,New Zealand,23
4,4,Netta,,nmateescu4@flavors.me,female,arctic armour,Trickster,ngeorgins4,446,South Africa,53
5,5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Champion,aformoy5,215,Kenya,33
6,6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Pathfinder,gcapponeer6,157,South Korea,30
7,7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Chieftain,bmargarson7,439,Ireland,67
8,8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Hierophant,akissock8,233,Micronesia,30
9,9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Slayer,pheeron9,16,Luxembourg,26
10,10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Saboteur,sminifiea,354,Jamaica,65
11,11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Elementalist,lfochsb,163,Eritrea,61
12,12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Occultist,gdradeyc,423,Cyprus,97
13,13,Ivy,,igregrd@google.es,female,barrage,Necromancer,ipimlockd,310,Finland,28
14,14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Saboteur,hrowlsone,370,Zambia,54
15,15,Northrup,,nskitralf@ibm.com,female,animate weapon,Champion,nhabardf,301,Hungary,34
16,16,Cleo,,clucianog@dot.gov,female,arctic armour,Saboteur,ceasmang,48,Chad,11
17,17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Gladiator,sboffeyh,315,Afghanistan,32
18,18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Assassin,pbuckei,385,Bolivia,63
19,19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Deadeye,kwevellj,323,Zimbabwe,14
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Deadeye,traitk,286,Ethiopia,92
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Saboteur,agoulterl,78,Eritrea,73
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Ascendant,ktideym,60,Portugal,25
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Champion,selkingtonn,148,Senegal,89
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Saboteur,salveno,384,Chad,94
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Inquisitor,mkennairdp,264,Ireland,40
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Guardian,imetheringhamq,434,Kazakhstan,11
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Juggernaut,kbezemerr,44,Belize,68
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Assassin,skearnss,59,Haiti,26
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Saboteur,hbateript,347,New Caledonia,89
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Pathfinder,dqusklayu,103,Chad,63
31,31,Jeanna,,jwhearv@163.com,female,barrage,Juggernaut,jbainesv,228,East Timor,98
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Saboteur,rmatelaitisw,322,Macedonia,27
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Guardian,cfellenorx,133,Jordan,14
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Trickster,dbrienty,333,Belize,17
35,35,Eben,,ecavanz@t.co,female,arctic armour,Slayer,evanderhoevenz,390,Taiwan,44
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Saboteur,mshelly10,60,Venezuela,24
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Hierophant,bseverwright11,214,Philippines,78
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Trickster,jpettet12,416,Jamaica,91
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Guardian,rmcmanaman13,124,Latvia,92
