,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Hierophant,jattwell0,409,Benin,57
1,1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Champion,scarnson1,12,Bulgaria,24
2,2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Occultist,nboobyer2,320,Eritrea,20
3,3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Saboteur,tchippindale3,171,Peru,8
4,4,Netta,,nmateescu4@flavors.me,female,arctic armour,Slayer,ngeorgins4,446,Croatia,93
5,5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Hierophant,aformoy5,215,Vanuatu,70
6,6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Guardian,gcapponeer6,157,Mexico,27
7,7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Gladiator,bmargarson7,439,Bangladesh,58
8,8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Inquisitor,akissock8,233,Senegal,74
9,9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Occultist,pheeron9,16,Myanmar,85
10,10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Juggernaut,sminifiea,354,Ireland,8
11,11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Guardian,lfochsb,163,Kosovo,58
12,12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Berserker,gdradeyc,423,Netherlands,4
13,13,Ivy,,igregrd@google.es,female,barrage,Chieftain,ipimlockd,310,Lithuania,50
14,14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Slayer,hrowlsone,370,Malaysia,89
15,15,Northrup,,nskitralf@ibm.com,female,animate weapon,Raider,nhabardf,301,Thailand,92
16,16,Cleo,,clucianog@dot.gov,female,arctic armour,Juggernaut,ceasmang,48,Belarus,69
17,17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Ascendant,sboffeyh,315,Dominican Republic,38
18,18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Deadeye,pbuckei,385,China,22
19,19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Slayer,kwevellj,323,Malta,77
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Pathfinder,traitk,286,Micronesia,26
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Slayer,agoulterl,78,Pakistan,42
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Assassin,ktideym,60,Kazakhstan,21
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Chieftain,selkingtonn,148,Portugal,33
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Inquisitor,salveno,384,Canada,60
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Elementalist,mkennairdp,264,United States,54
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Guardian,imetheringhamq,434,Norway,17
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Occultist,kbezemerr,44,Mauritania,70
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Pathfinder,skearnss,59,Latvia,19
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Champion,hbateript,347,Kazakhstan,95
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Chieftain,dqusklayu,103,Benin,58
31,31,Jeanna,,jwhearv@163.com,female,barrage,Hierophant,jbainesv,228,Sweden,37
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Raider,rmatelaitisw,322,Syria,62
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Guardian,cfellenorx,133,Paraguay,22
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Slayer,dbrienty,333,Ethiopia,88
35,35,Eben,,ecavanz@t.co,female,arctic armour,Elementalist,evanderhoevenz,390,Egypt,13
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Hierophant,mshelly10,60,Poland,89
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Necromancer,bseverwright11,214,Latvia,15
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Slayer,jpettet12,416,Sweden,47
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Occultist,rmcmanaman13,124,Indonesia,24
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Slayer,mscintsbury14,429,Canada,13
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Pathfinder,bmarrington15,362,Nepal,86
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Pathfinder,bshory16,173,Cyprus,50
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Ascendant,lennew17,364,Poland,74
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Gladiator,jcitrine18,54,Iraq,89
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Slayer,kkenforth19,312,Sweden,96
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Elementalist,bguisot1a,395,Saint Barthelemy,12
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Guardian,gjerger1b,335,Chile,59
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Hierophant,jnenci1c,184,Guatemala,88
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Trickster,ppennycook1d,111,Iraq,59
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Occultist,nsouten1e,362,Ukraine,12
