,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Inquisitor,jattwell0,409,Pakistan,59
1,1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Assassin,scarnson1,12,Luxembourg,34
2,2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Hierophant,nboobyer2,320,Norway,84
3,3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Deadeye,tchippindale3,171,Micronesia,77
4,4,Netta,,nmateescu4@flavors.me,female,arctic armour,Gladiator,ngeorgins4,446,Niger,8
5,5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Hierophant,aformoy5,215,China,94
6,6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Occultist,gcapponeer6,157,Senegal,17
7,7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Trickster,bmargarson7,439,Denmark,28
8,8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Saboteur,akissock8,233,Iraq,65
9,9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Juggernaut,pheeron9,16,Vanuatu,40
10,10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Hierophant,sminifiea,354,Guam,56
11,11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Ascendant,lfochsb,163,Kosovo,71
12,12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Ascendant,gdradeyc,423,Armenia,22
13,13,Ivy,,igregrd@google.es,female,barrage,Ascendant,ipimlockd,310,South Korea,2
14,14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Pathfinder,hrowlsone,370,Albania,89
15,15,Northrup,,nskitralf@ibm.com,female,animate weapon,Ascendant,nhabardf,301,Mongolia,60
16,16,Cleo,,clucianog@dot.gov,female,arctic armour,Saboteur,ceasmang,48,Vietnam,23
17,17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Champion,sboffeyh,315,Latvia,55
18,18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Raider,pbuckei,385,Tajikistan,25
19,19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Chieftain,kwevellj,323,Mongolia,13
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Elementalist,traitk,286,New Zealand,26
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Assassin,agoulterl,78,Greece,37
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Hierophant,ktideym,60,Belize,58
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Champion,selkingtonn,148,Namibia,46
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Ascendant,salveno,384,Bhutan,35
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Trickster,mkennairdp,264,Zimbabwe,93
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Champion,imetheringhamq,434,Indonesia,97
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Saboteur,kbezemerr,44,Serbia,38
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Trickster,skearnss,59,Republic of the Congo,32
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Assassin,hbateript,347,Tunisia,12
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Elementalist,dqusklayu,103,Pakistan,20
31,31,Jeanna,,jwhearv@163.com,female,barrage,Trickster,jbainesv,228,Canada,3
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Guardian,rmatelaitisw,322,Laos,42
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Champion,cfellenorx,133,Chad,56
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Elementalist,dbrienty,333,Yemen,95
