,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Occultist,jattwell0,409,Ireland,17
1,1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Berserker,scarnson1,12,Tunisia,73
2,2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Raider,nboobyer2,320,Dominican Republic,28
3,3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Ascendant,tchippindale3,171,Israel,60
4,4,Netta,,nmateescu4@flavors.me,female,arctic armour,Occultist,ngeorgins4,446,Jamaica,2
5,5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Necromancer,aformoy5,215,Bosnia and Herzegovina,77
6,6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Inquisitor,gcapponeer6,157,Jordan,88
7,7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Juggernaut,bmargarson7,439,Zimbabwe,72
8,8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Hierophant,akissock8,233,Serbia,94
9,9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Ascendant,pheeron9,16,Peru,97
10,10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Assassin,sminifiea,354,North Korea,83
11,11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Champion,lfochsb,163,Spain,89
12,12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Champion,gdradeyc,423,Vanuatu,46
13,13,Ivy,,igregrd@google.es,female,barrage,Chieftain,ipimlockd,310,Tanzania,88
14,14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Hierophant,hrowlsone,370,Greece,6
15,15,Northrup,,nskitralf@ibm.com,female,animate weapon,Gladiator,nhabardf,301,Croatia,75
16,16,Cleo,,clucianog@dot.gov,female,arctic armour,Slayer,ceasmang,48,South Africa,63
17,17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Gladiator,sboffeyh,315,Syria,22
18,18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Raider,pbuckei,385,Zimbabwe,74
19,19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Deadeye,kwevellj,323,Bangladesh,18
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Ascendant,traitk,286,Lithuania,35
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Trickster,agoulterl,78,Albania,49
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Inquisitor,ktideym,60,Marshall Islands,52
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Elementalist,selkingtonn,148,Poland,22
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Champion,salveno,384,Marshall Islands,95
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Elementalist,mkennairdp,264,Ukraine,49
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Raider,imetheringhamq,434,South Georgia and the South Sandwich Islands,36
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Ascendant,kbezemerr,44,Portugal,90
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Berserker,skearnss,59,Macedonia,53
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Gladiator,hbateript,347,Russia,60
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Berserker,dqusklayu,103,Taiwan,46
31,31,Jeanna,,jwhearv@163.com,female,barrage,Berserker,jbainesv,228,Netherlands,41
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Slayer,rmatelaitisw,322,Bahrain,90
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Occultist,cfellenorx,133,Tanzania,60
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Deadeye,dbrienty,333,Bulgaria,43
35,35,Eben,,ecavanz@t.co,female,arctic armour,Hierophant,evanderhoevenz,390,Sri Lanka,92
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Elementalist,mshelly10,60,Mexico,72
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Trickster,bseverwright11,214,Belize,59
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Assassin,jpettet12,416,Mozambique,30
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Berserker,rmcmanaman13,124,Chad,32
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Juggernaut,mscintsbury14,429,Italy,63
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Guardian,bmarrington15,362,Chile,25
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Slayer,bshory16,173,Norway,75
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Trickster,lennew17,364,Uzbekistan,30
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Saboteur,jcitrine18,54,Macedonia,57
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Deadeye,kkenforth19,312,Kazakhstan,30
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Trickster,bguisot1a,395,Mexico,74
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Champion,gjerger1b,335,Cyprus,87
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Trickster,jnenci1c,184,Bahrain,98
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Occultist,ppennycook1d,111,Guatemala,15
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Saboteur,nsouten1e,362,New Caledonia,75
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Saboteur,bpadwick1f,30,Tunisia,63
