index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Champion,jattwell0,409,Netherlands,56
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Gladiator,scarnson1,12,Niger,25
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Pathfinder,nboobyer2,320,Somalia,27
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Necromancer,tchippindale3,171,Nicaragua,55
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Guardian,ngeorgins4,446,United States,26
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Juggernaut,aformoy5,215,Venezuela,68
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Champion,gcapponeer6,157,Malta,54
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Deadeye,bmargarson7,439,Bahrain,12
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Pathfinder,akissock8,233,Sri Lanka,44
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Necromancer,pheeron9,16,Jordan,86
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Champion,sminifiea,354,Malta,46
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Pathfinder,lfochsb,163,Serbia,40
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Juggernaut,gdradeyc,423,Comoros,39
13,Ivy,,igregrd@google.es,female,barrage,Juggernaut,ipimlockd,310,Luxembourg,39
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Guardian,hrowlsone,370,Bhutan,97
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Ascendant,nhabardf,301,Indonesia,3
16,Cleo,,clucianog@dot.gov,female,arctic armour,Deadeye,ceasmang,48,Marshall Islands,85
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Guardian,sboffeyh,315,Latvia,75
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Hierophant,pbuckei,385,New Zealand,73
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Champion,kwevellj,323,Iran,13
20,Tarrance,Rait,traitk@ehow.com,female,barrage,Gladiator,traitk,286,Luxembourg,31
21,Antone,,adeluzel@mediafire.com,female,arctic armour,Occultist,agoulterl,78,Bulgaria,85
22,,Tidey,rtideym@oaic.gov.au,female,barrage,Elementalist,ktideym,60,Israel,1
23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Gladiator,selkingtonn,148,Malta,53
24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Assassin,salveno,384,Norway,45
25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Juggernaut,mkennairdp,264,China,93
26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Raider,imetheringhamq,434,Japan,82
27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Pathfinder,kbezemerr,44,Latvia,24
28,,Kearns,jkearnss@amazon.com,female,barrage,Slayer,skearnss,59,Bangladesh,90
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Chieftain,hbateript,347,Nepal,9
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Chieftain,dqusklayu,103,Philippines,76
31,Jeanna,,jwhearv@163.com,female,barrage,Assassin,jbainesv,228,Ecuador,90
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Guardian,rmatelaitisw,322,Ecuador,52
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Deadeye,cfellenorx,133,Cyprus,44
34,Dacey,,dcassiey@ihg.com,female,barrage,Deadeye,dbrienty,333,South Africa,35
35,Eben,,ecavanz@t.co,female,arctic armour,Occultist,evanderhoevenz,390,South Sudan,30
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Saboteur,mshelly10,60,Luxembourg,91
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Necromancer,bseverwright11,214,Honduras,45
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Saboteur,jpettet12,416,Myanmar,82
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Gladiator,rmcmanaman13,124,Djibouti,66
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Pathfinder,mscintsbury14,429,Estonia,77
41,Bancroft,,bball15@ihg.com,female,arctic armour,Deadeye,bmarrington15,362,Japan,62
42,Bengt,Shory,bshory16@apple.com,female,barrage,Guardian,bshory16,173,Namibia,69
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Chieftain,lennew17,364,Egypt,83
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Saboteur,jcitrine18,54,Canada,89
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Gladiator,kkenforth19,312,United States,19
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Elementalist,bguisot1a,395,Palestinian Territory,67
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Assassin,gjerger1b,335,Moldova,28
48,,Nenci,rnenci1c@cisco.com,female,barrage,Gladiator,jnenci1c,184,China,56
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Slayer,ppennycook1d,111,Finland,28
50,Niel,,ngorelli1e@digg.com,female,arctic armour,Pathfinder,nsouten1e,362,Russia,84
51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Inquisitor,bpadwick1f,30,United States,5
52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Inquisitor,jitzkin1g,283,Ghana,40
53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Pathfinder,cbusek1h,413,Egypt,82
54,,,vwitter1i@163.com,female,barrage,Deadeye,dbeatty1i,99,Bulgaria,34
55,Christabella,Kem,ckem1j@aol.com,female,barrage,Deadeye,ckem1j,365,Armenia,55
56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Juggernaut,pcavolini1k,90,Armenia,69
57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Assassin,esage1l,397,Palestinian Territory,22
58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Ascendant,pgrolle1m,46,Japan,29
59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Champion,cscutcheon1n,186,Mongolia,74
60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Chieftain,crawes1o,390,Jamaica,22
61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Elementalist,pcaulcutt1p,144,Kuwait,55
62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Raider,fpinchen1q,441,Mongolia,53
63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Raider,gcamier1r,397,Latvia,81
64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Estonia,67
65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Champion,ztomson1t,54,Mexico,51
66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Elementalist,hverrill1u,51,Sudan,26
67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Occultist,gspadaro1v,252,Nepal,72
68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Trickster,gattwoul1w,273,Malta,8
69,,,vromi1x@sciencedaily.com,female,barrage,Slayer,csargint1x,105,Portugal,99
70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,Taiwan,93
71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Saboteur,wbetts1z,24,Guatemala,6
72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Slayer,plysaght20,225,Philippines,56
73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Deadeye,fwroath21,284,Chile,47
74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Juggernaut,rfarfoot22,32,Portugal,86
75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,Bhutan,50
76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Necromancer,hdavidov24,295,New Zealand,35
77,Molli,,mhaps25@wp.com,female,barrage,Assassin,mgyves25,118,Tanzania,39
78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Raider,aokielt26,50,Hungary,94
79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Occultist,smuino27,164,Zimbabwe,43
80,Janenna,,jstihl28@furl.net,female,animate weapon,Slayer,jseagar28,264,Haiti,55
81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Slayer,gbartolic29,423,Djibouti,60
82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Juggernaut,spopov2a,325,Hungary,59
