index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Occultist,jattwell0,409,Ireland,17
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Berserker,scarnson1,12,Tunisia,73
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Raider,nboobyer2,320,Dominican Republic,28
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Ascendant,tchippindale3,171,Israel,60
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Occultist,ngeorgins4,446,Jamaica,2
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Necromancer,aformoy5,215,Bosnia and Herzegovina,77
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Inquisitor,gcapponeer6,157,Jordan,88
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Juggernaut,bmargarson7,439,Zimbabwe,72
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Hierophant,akissock8,233,Serbia,94
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Ascendant,pheeron9,16,Peru,97
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Assassin,sminifiea,354,North Korea,83
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Champion,lfochsb,163,Spain,89
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Champion,gdradeyc,423,Vanuatu,46
13,Ivy,,igregrd@google.es,female,barrage,Chieftain,ipimlockd,310,Tanzania,88
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Hierophant,hrowlsone,370,Greece,6
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Gladiator,nhabardf,301,Croatia,75
16,Cleo,,clucianog@dot.gov,female,arctic armour,Slayer,ceasmang,48,South Africa,63
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Gladiator,sboffeyh,315,Syria,22
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Raider,pbuckei,385,Zimbabwe,74
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Deadeye,kwevellj,323,Bangladesh,18
20,Tarrance,Rait,traitk@ehow.com,female,barrage,Ascendant,traitk,286,Lithuania,35
21,Antone,,adeluzel@mediafire.com,female,arctic armour,Trickster,agoulterl,78,Albania,49
22,,Tidey,rtideym@oaic.gov.au,female,barrage,Inquisitor,ktideym,60,Marshall Islands,52
23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Elementalist,selkingtonn,148,Poland,22
24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Champion,salveno,384,Marshall Islands,95
25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Elementalist,mkennairdp,264,Ukraine,49
26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Raider,imetheringhamq,434,South Georgia and the South Sandwich Islands,36
27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Ascendant,kbezemerr,44,Portugal,90
28,,Kearns,jkearnss@amazon.com,female,barrage,Berserker,skearnss,59,Macedonia,53
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Gladiator,hbateript,347,Russia,60
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Berserker,dqusklayu,103,Taiwan,46
31,Jeanna,,jwhearv@163.com,female,barrage,Berserker,jbainesv,228,Netherlands,41
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Slayer,rmatelaitisw,322,Bahrain,90
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Occultist,cfellenorx,133,Tanzania,60
34,Dacey,,dcassiey@ihg.com,female,barrage,Deadeye,dbrienty,333,Bulgaria,43
35,Eben,,ecavanz@t.co,female,arctic armour,Hierophant,evanderhoevenz,390,Sri Lanka,92
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Elementalist,mshelly10,60,Mexico,72
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Trickster,bseverwright11,214,Belize,59
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Assassin,jpettet12,416,Mozambique,30
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Berserker,rmcmanaman13,124,Chad,32
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Juggernaut,mscintsbury14,429,Italy,63
41,Bancroft,,bball15@ihg.com,female,arctic armour,Guardian,bmarrington15,362,Chile,25
42,Bengt,Shory,bshory16@apple.com,female,barrage,Slayer,bshory16,173,Norway,75
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Trickster,lennew17,364,Uzbekistan,30
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Saboteur,jcitrine18,54,Macedonia,57
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Deadeye,kkenforth19,312,Kazakhstan,30
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Trickster,bguisot1a,395,Mexico,74
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Champion,gjerger1b,335,Cyprus,87
48,,Nenci,rnenci1c@cisco.com,female,barrage,Trickster,jnenci1c,184,Bahrain,98
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Occultist,ppennycook1d,111,Guatemala,15
50,Niel,,ngorelli1e@digg.com,female,arctic armour,Saboteur,nsouten1e,362,New Caledonia,75
51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Saboteur,bpadwick1f,30,Tunisia,63
52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Chieftain,jitzkin1g,283,Mexico,45
53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Raider,cbusek1h,413,France,91
54,,,vwitter1i@163.com,female,barrage,Champion,dbeatty1i,99,Afghanistan,62
55,Christabella,Kem,ckem1j@aol.com,female,barrage,Chieftain,ckem1j,365,Philippines,80
56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Guardian,pcavolini1k,90,Denmark,42
57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Juggernaut,esage1l,397,Sierra Leone,31
58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Necromancer,pgrolle1m,46,Iran,43
59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Occultist,cscutcheon1n,186,United States,31
60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Slayer,crawes1o,390,Philippines,66
61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Necromancer,pcaulcutt1p,144,Kenya,55
62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Raider,fpinchen1q,441,Honduras,77
63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Trickster,gcamier1r,397,Zimbabwe,90
64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Guardian,jmeechan1s,310,El Salvador,92
65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Necromancer,ztomson1t,54,Iran,96
66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Chieftain,hverrill1u,51,Benin,23
67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Ascendant,gspadaro1v,252,Senegal,98
68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Necromancer,gattwoul1w,273,Vietnam,23
69,,,vromi1x@sciencedaily.com,female,barrage,Necromancer,csargint1x,105,Tunisia,31
70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Elementalist,elyst1y,392,Uruguay,54
71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Juggernaut,wbetts1z,24,Marshall Islands,57
72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Occultist,plysaght20,225,Sri Lanka,23
73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Juggernaut,fwroath21,284,Macedonia,2
74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Hierophant,rfarfoot22,32,Chad,35
75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,New Caledonia,9
76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Inquisitor,hdavidov24,295,Thailand,91
77,Molli,,mhaps25@wp.com,female,barrage,Ascendant,mgyves25,118,El Salvador,2
78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Saboteur,aokielt26,50,Mauritania,79
79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Juggernaut,smuino27,164,Armenia,13
80,Janenna,,jstihl28@furl.net,female,animate weapon,Champion,jseagar28,264,China,46
81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Guardian,gbartolic29,423,South Georgia and the South Sandwich Islands,74
82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Pathfinder,spopov2a,325,Czech Republic,54
83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Inquisitor,gelldred2b,297,Bosnia and Herzegovina,49
84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Occultist,pkiledal2c,126,Azerbaijan,64
85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Chieftain,egolthorpp2d,295,Kazakhstan,66
