index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Assassin,jattwell0,409,Albania,17
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Slayer,scarnson1,12,Brazil,18
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Chieftain,nboobyer2,320,Afghanistan,64
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Champion,tchippindale3,171,Dominican Republic,4
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Gladiator,ngeorgins4,446,Bolivia,84
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Assassin,aformoy5,215,Portugal,26
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Guardian,gcapponeer6,157,Nigeria,88
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Trickster,bmargarson7,439,Nigeria,4
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Slayer,akissock8,233,Hungary,74
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Berserker,pheeron9,16,Indonesia,32
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Inquisitor,sminifiea,354,Nicaragua,11
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Deadeye,lfochsb,163,Svalbard and Jan Mayen,7
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Elementalist,gdradeyc,423,Japan,31
13,Ivy,,igregrd@google.es,female,barrage,Saboteur,ipimlockd,310,Honduras,38
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Raider,hrowlsone,370,Madagascar,77
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Juggernaut,nhabardf,301,Honduras,92
16,Cleo,,clucianog@dot.gov,female,arctic armour,Necromancer,ceasmang,48,Serbia,2
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Guardian,sboffeyh,315,Jordan,25
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Elementalist,pbuckei,385,Portugal,95
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Slayer,kwevellj,323,Morocco,59
20,Tarrance,Rait,traitk@ehow.com,female,barrage,Trickster,traitk,286,Comoros,50
21,Antone,,adeluzel@mediafire.com,female,arctic armour,Gladiator,agoulterl,78,Colombia,79
22,,Tidey,rtideym@oaic.gov.au,female,barrage,Berserker,ktideym,60,Uzbekistan,39
23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Juggernaut,selkingtonn,148,Somalia,76
24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Juggernaut,salveno,384,Netherlands,98
25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Chieftain,mkennairdp,264,Philippines,67
26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Elementalist,imetheringhamq,434,Uzbekistan,91
27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Assassin,kbezemerr,44,Benin,23
28,,Kearns,jkearnss@amazon.com,female,barrage,Juggernaut,skearnss,59,Benin,54
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Ascendant,hbateript,347,Bolivia,10
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Elementalist,dqusklayu,103,Djibouti,35
31,Jeanna,,jwhearv@163.com,female,barrage,Guardian,jbainesv,228,Republic of the Congo,4
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Chieftain,rmatelaitisw,322,Afghanistan,77
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Raider,cfellenorx,133,Spain,46
34,Dacey,,dcassiey@ihg.com,female,barrage,Ascendant,dbrienty,333,Ecuador,18
35,Eben,,ecavanz@t.co,female,arctic armour,Gladiator,evanderhoevenz,390,Mozambique,47
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Champion,mshelly10,60,Micronesia,18
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Inquisitor,bseverwright11,214,Czech Republic,84
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Juggernaut,jpettet12,416,Peru,63
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Occultist,rmcmanaman13,124,Afghanistan,35
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Chieftain,mscintsbury14,429,Jamaica,96
41,Bancroft,,bball15@ihg.com,female,arctic armour,Gladiator,bmarrington15,362,Chad,44
42,Bengt,Shory,bshory16@apple.com,female,barrage,Deadeye,bshory16,173,Guatemala,37
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Ascendant,lennew17,364,Tanzania,41
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Occultist,jcitrine18,54,Chad,25
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Champion,kkenforth19,312,Guatemala,89
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Necromancer,bguisot1a,395,Bulgaria,71
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Hierophant,gjerger1b,335,Venezuela,35
48,,Nenci,rnenci1c@cisco.com,female,barrage,Necromancer,jnenci1c,184,Finland,54
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Assassin,ppennycook1d,111,Indonesia,89
50,Niel,,ngorelli1e@digg.com,female,arctic armour,Gladiator,nsouten1e,362,Russia,14
51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Chieftain,bpadwick1f,30,Svalbard and Jan Mayen,28
52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Elementalist,jitzkin1g,283,Kuwait,67
53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Guardian,cbusek1h,413,Democratic Republic of the Congo,48
54,,,vwitter1i@163.com,female,barrage,Necromancer,dbeatty1i,99,Serbia,97
55,Christabella,Kem,ckem1j@aol.com,female,barrage,Trickster,ckem1j,365,Tanzania,63
56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Necromancer,pcavolini1k,90,Uzbekistan,18
57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Slayer,esage1l,397,Benin,68
58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Elementalist,pgrolle1m,46,Iran,1
59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Saboteur,cscutcheon1n,186,Nigeria,47
60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Inquisitor,crawes1o,390,Bolivia,38
61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Juggernaut,pcaulcutt1p,144,Tunisia,59
62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Slayer,fpinchen1q,441,Zambia,20
63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Raider,gcamier1r,397,South Georgia and the South Sandwich Islands,16
64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Bolivia,12
65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Gladiator,ztomson1t,54,El Salvador,53
66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,New Caledonia,1
67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Saboteur,gspadaro1v,252,El Salvador,43
68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Hierophant,gattwoul1w,273,Lithuania,35
69,,,vromi1x@sciencedaily.com,female,barrage,Trickster,csargint1x,105,Austria,52
70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Inquisitor,elyst1y,392,Guam,50
71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Deadeye,wbetts1z,24,Zambia,40
72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Hierophant,plysaght20,225,Syria,33
73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Raider,fwroath21,284,North Korea,29
74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Juggernaut,rfarfoot22,32,Benin,75
75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Elementalist,fcallander23,256,Hungary,64
76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Occultist,hdavidov24,295,El Salvador,93
77,Molli,,mhaps25@wp.com,female,barrage,Necromancer,mgyves25,118,Portugal,54
78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Pathfinder,aokielt26,50,Japan,96
79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Necromancer,smuino27,164,Bahrain,36
80,Janenna,,jstihl28@furl.net,female,animate weapon,Chieftain,jseagar28,264,South Georgia and the South Sandwich Islands,53
81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Chieftain,gbartolic29,423,Tanzania,63
82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Ascendant,spopov2a,325,Peru,44
83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Raider,gelldred2b,297,Haiti,90
84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Pathfinder,pkiledal2c,126,Vanuatu,29
85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Assassin,egolthorpp2d,295,Syria,18
86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Guardian,ybaynes2e,170,Moldova,2
87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Ascendant,crickard2f,139,Myanmar,57
88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Assassin,gfryd2g,262,Serbia,78
89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Chieftain,rimesen2h,253,Comoros,44
90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Trickster,ldurdle2i,275,Canada,6
91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Guardian,lspatari2j,298,Estonia,32
92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Occultist,dgouinlock2k,69,Niger,90
93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Saboteur,jmaccoll2l,6,Macedonia,68
94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Chieftain,ckumar2m,54,Estonia,56
95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Saboteur,rlouisot2n,429,Norway,6
96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Berserker,cgobeau2o,373,Azerbaijan,27
97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Raider,bagget2p,329,Mexico,34
98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Hierophant,asutliff2q,53,Bhutan,85
99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Necromancer,vfindlow2r,182,Sri Lanka,67
100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Chieftain,bbrandom2s,170,Haiti,29
101,Rudolf,Prestner,rprestner2t@cloudflare.com,male,barrage,Champion,rprestner2t,342,South Africa,59
102,Si,Tearney,stearney2u@hhs.gov,male,barrage,Inquisitor,stearney2u,358,Nigeria,89
103,Jen,Corben,jcorben2v@biglobe.ne.jp,male,animate weapon,Berserker,jcorben2v,13,Austria,18
104,Georgie,Narramore,gnarramore2w@house.gov,male,barrage,Juggernaut,gnarramore2w,330,Ukraine,81
105,Townsend,Upsale,tupsale2x@privacy.gov.au,male,barrage,Berserker,tupsale2x,72,Zambia,85
106,Patrice,Burr,pburr2y@sciencedirect.com,male,arctic armour,Deadeye,pburr2y,450,Kazakhstan,40
107,Roze,Lindblad,rlindblad2z@hexun.com,male,animate weapon,Raider,rlindblad2z,16,Poland,15
108,Herman,,hbragg30@msn.com,male,barrage,Occultist,hhellyar30,113,Vanuatu,99
109,Carmine,Pirdy,cpirdy31@bbc.co.uk,male,arctic armour,Occultist,cpirdy31,245,Benin,91
110,Paula,Perillio,pperillio32@tinyurl.com,male,barrage,Pathfinder,pperillio32,400,Nepal,24
111,Eliot,Schooley,eschooley33@cbslocal.com,male,barrage,Pathfinder,eschooley33,371,Brazil,8
112,Lorilee,Greeve,lgreeve34@oaic.gov.au,male,animate weapon,Raider,lgreeve34,284,Sierra Leone,59
113,,Berston,cberston35@aboutads.info,male,barrage,Elementalist,cberston35,176,Mongolia,13
114,Burg,,blaweles36@hhs.gov,male,arctic armour,Gladiator,bserfati36,412,Belize,48
115,Cherianne,Pritty,cpritty37@scribd.com,male,animate weapon,Guardian,cpritty37,79,Luxembourg,6
116,Russell,,rpauncefort38@opera.com,male,arctic armour,Slayer,rsaffrin38,272,El Salvador,9
117,Stesha,Della,sdella39@joomla.org,male,barrage,Chieftain,sdella39,224,Nepal,37
118,Giles,,glopez3a@deviantart.com,male,barrage,Deadeye,gmcilwraith3a,377,Taiwan,9
119,Herrick,,hvickerstaff3b@bizjournals.com,male,arctic armour,Raider,hpeirce3b,224,Chad,43
120,Louie,,lnoller3c@mayoclinic.com,male,barrage,Saboteur,lingreda3c,422,Germany,47
