index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Deadeye,jattwell0,409,Eritrea,87
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Occultist,scarnson1,12,New Zealand,97
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Deadeye,nboobyer2,320,Palestinian Territory,25
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Occultist,tchippindale3,171,New Zealand,23
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Trickster,ngeorgins4,446,South Africa,53
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Champion,aformoy5,215,Kenya,33
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Pathfinder,gcapponeer6,157,South Korea,30
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Chieftain,bmargarson7,439,Ireland,67
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Hierophant,akissock8,233,Micronesia,30
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Slayer,pheeron9,16,Luxembourg,26
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Saboteur,sminifiea,354,Jamaica,65
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Elementalist,lfochsb,163,Eritrea,61
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Occultist,gdradeyc,423,Cyprus,97
13,Ivy,,igregrd@google.es,female,barrage,Necromancer,ipimlockd,310,Finland,28
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Saboteur,hrowlsone,370,Zambia,54
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Champion,nhabardf,301,Hungary,34
16,Cleo,,clucianog@dot.gov,female,arctic armour,Saboteur,ceasmang,48,Chad,11
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Gladiator,sboffeyh,315,Afghanistan,32
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Assassin,pbuckei,385,Bolivia,63
