index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
0,,Attwell,kattwell0@hhs.gov,female,arctic armour,Elementalist,jattwell0,409,Comoros,19
1,Shoshanna,,scorrigan1@pinterest.com,female,barrage,Trickster,scarnson1,12,Nigeria,3
2,Nadya,Boobyer,nboobyer2@yahoo.com,female,arctic armour,Juggernaut,nboobyer2,320,Netherlands,15
3,Tris,Chippindale,tchippindale3@businessinsider.com,female,barrage,Juggernaut,tchippindale3,171,Austria,26
4,Netta,,nmateescu4@flavors.me,female,arctic armour,Ascendant,ngeorgins4,446,Netherlands,56
5,Austin,Formoy,aformoy5@live.com,female,animate weapon,Chieftain,aformoy5,215,South Africa,19
6,Greta,Capponeer,gcapponeer6@furl.net,female,animate weapon,Saboteur,gcapponeer6,157,Iran,10
7,Barbette,,bcrosfield7@weather.com,female,animate weapon,Pathfinder,bmargarson7,439,Finland,79
8,Adiana,Kissock,akissock8@pcworld.com,female,arctic armour,Guardian,akissock8,233,Bosnia and Herzegovina,94
9,Patty,,pdelion9@hugedomains.com,female,arctic armour,Saboteur,pheeron9,16,Bulgaria,18
10,Stanfield,Minifie,sminifiea@list-manage.com,female,barrage,Saboteur,sminifiea,354,Austria,66
11,Lotti,Fochs,lfochsb@lycos.com,female,barrage,Saboteur,lfochsb,163,Kenya,19
12,Gordon,Dradey,gdradeyc@miitbeian.gov.cn,female,barrage,Elementalist,gdradeyc,423,Greece,55
13,Ivy,,igregrd@google.es,female,barrage,Chieftain,ipimlockd,310,Afghanistan,32
14,Hale,Rowlson,hrowlsone@exblog.jp,female,barrage,Deadeye,hrowlsone,370,Afghanistan,40
15,Northrup,,nskitralf@ibm.com,female,animate weapon,Juggernaut,nhabardf,301,Iran,97
16,Cleo,,clucianog@dot.gov,female,arctic armour,Occultist,ceasmang,48,Belarus,82
17,Sherwynd,Boffey,sboffeyh@lycos.com,female,barrage,Chieftain,sboffeyh,315,El Salvador,88
18,Paige,Bucke,pbuckei@ustream.tv,female,barrage,Saboteur,pbuckei,385,Thailand,8
19,Keary,,krainsdonj@mapy.cz,female,animate weapon,Occultist,kwevellj,323,Portugal,53
20,Tarrance,Rait,traitk@ehow.com,female,barrage,Raider,traitk,286,Ecuador,99
21,Antone,,adeluzel@mediafire.com,female,arctic armour,Deadeye,agoulterl,78,Mongolia,80
22,,Tidey,rtideym@oaic.gov.au,female,barrage,Slayer,ktideym,60,East Timor,41
23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Hierophant,selkingtonn,148,United States,95
24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Guardian,salveno,384,France,31
25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Saboteur,mkennairdp,264,Hungary,30
26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Pathfinder,imetheringhamq,434,Chile,60
27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Occultist,kbezemerr,44,Sri Lanka,13
28,,Kearns,jkearnss@amazon.com,female,barrage,Assassin,skearnss,59,Serbia,46
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Raider,hbateript,347,Marshall Islands,72
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Saboteur,dqusklayu,103,Iran,65
31,Jeanna,,jwhearv@163.com,female,barrage,Guardian,jbainesv,228,Madagascar,15
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Pathfinder,rmatelaitisw,322,Sweden,36
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Berserker,cfellenorx,133,Latvia,67
34,Dacey,,dcassiey@ihg.com,female,barrage,Guardian,dbrienty,333,Niger,93
35,Eben,,ecavanz@t.co,female,arctic armour,Saboteur,evanderhoevenz,390,Indonesia,86
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Hierophant,mshelly10,60,Germany,27
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Ascendant,bseverwright11,214,Uganda,79
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Pathfinder,jpettet12,416,Mozambique,10
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Juggernaut,rmcmanaman13,124,Brazil,14
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Deadeye,mscintsbury14,429,Japan,9
41,Bancroft,,bball15@ihg.com,female,arctic armour,Guardian,bmarrington15,362,United States,47
42,Bengt,Shory,bshory16@apple.com,female,barrage,Ascendant,bshory16,173,Jamaica,19
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Necromancer,lennew17,364,Vietnam,36
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Inquisitor,jcitrine18,54,Myanmar,17
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Hierophant,kkenforth19,312,Guatemala,87
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Necromancer,bguisot1a,395,Benin,44
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Guardian,gjerger1b,335,Thailand,16
48,,Nenci,rnenci1c@cisco.com,female,barrage,Slayer,jnenci1c,184,Morocco,83
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Raider,ppennycook1d,111,Slovenia,88
